claim,reasoning_type,true_label,predicted_label
"William Anders, who was born in Vani, Tonga on the 17th of October 1933, crewed Apollo 8.",conjuction,False,True
"The College of William and Mary is the owner of the Alan B. Miller Hall in Corpus Christi, Texas, USA which began construction on 30 March, 2007.",conjuction,False,False
"The College of William and Mary is the owner of the Alan B. Miller Hall, located in Miranda do Douro, and the start date of building was in 30th March 2007.",conjuction,False,False
"Alan B. Miller Hall, the building of which began 30 March, 2007, is located in south Winter Haven, Florida and owned by the College of William and Mary.",conjuction,False,False
"Alan B. Miller Hall's building, started on 30th March 2007, is located in Abbey, and owned by the College of William and Mary.",conjuction,False,True
"The Alan B. Miller Hall, owned by The College of William and Mary, is in Billings, Montana , 1981–2010 normals and was opened on the 30th March 2007.",conjuction,False,False
T S Thakur and J. Justin Wilson are leaders in India where Amdavad ni Gufa is located.,conjuction,False,False
Well T S Thakur and Robert Byrne are leaders in India where FxPro is.,conjuction,False,False
Baymax first appeared in Big Hero 6 and was created by Rafael Albuquerque and Gordon Cassidy.,conjuction,False,False
Baymax's first film appearance was in Big Hero 6. He was created by Jerry Acerno and Steven T Seagle.,conjuction,False,False
Rafael Albuquerque and Gordon Cassidy created Baymax who had his first movie appearance in Big Hero 6.,conjuction,False,False
Pierre Bartier and Steven T. Seagle created Baymax who had his first movie appearance in Big Hero 6.,conjuction,False,False
"Bhajji originates from India, country of Indians where the leader is Abulfas Garayev.",conjuction,False,False
"Linzeux originates from India, country of Indians where the leader is Police Chief: Tommy Dufrene, Jr,.",conjuction,False,False
Linzeux are from India where T S Thakur leads the Fervachais.,conjuction,False,False
"Bhajji comes from the country of India, where two of the leaders are, Miroslav Čučković and Narendra Modi.",conjuction,False,False
"Bhajji comes from the country of India, where two of the leaders are, Robert Byrne and Jayawarsa.",conjuction,False,False
"Linzeux originates from India, where two of the leaders are Police Chief: Tommy Dufrene, Jr, and T.S. Thakur.",conjuction,False,False
"Bhajji originates from India, where two of the leaders are Carl I. Hagen and T.S. Thakur.",conjuction,False,False
"The dish originated in India, where T.S. Thakur and Dalem Baturenggong are leaders.",conjuction,False,False
"Ordered on January 22nd, 2004, the A-Rosa Luna, is classed as a Razee and has a length of 125.8 metres.",conjuction,False,False
"Born in the Crosserlough Cavan, Ireland, Abdul Taib Mahmud, resides in Sarawak and is a member of Barisan Ra'ayat Jati Sarawak party.",conjuction,False,False
"Abdul Taib Mahmud was born and lives in the Gulbarga, Karnataka, India and is a member of the ""Barisan Ra'ayat Jati Sarawak"" party.",conjuction,False,False
"Abdul Taib Mahmud, a member of Barisan Ra'ayat Jati Sarawak party, was born in Alcalá de Henares, Madrid, Spain and lives in Sarawak.",conjuction,False,False
"Born in Carora, Venezuela, and living in, Sarawak, Abdul Taib Mahmud, is a member of Barisan Ra'ayat Jati Sarawak party.",conjuction,False,False
"Born in Miri, in Malaysia, Abdul Taib Mahmud, resides in Sarawak and is a member of the ""MDB, PMDB, PRN, PTB, PFL, Democrats"" party.",conjuction,False,False
"Abdul Taib Mahmud, a member of the Barisan Ra'ayat Jati Sarawak party, was born in Třebíč, Czechoslovakia and lives in Sarawak.",conjuction,False,False
"Alfons Gorbach was born in Imst in the County of Tyrol and died in Reading Abbey, Berkshire, England.",conjuction,False,True
"Alfons Gorbach was born in Imst, in the County of Tyrol and died in Lake Ilmen.",conjuction,False,True
"Alfons Gorbach was born in Imst, in the Cairo, New York, U.S. and died in Atlantic Ocean, South of Ireland.",conjuction,False,False
"Alfons Gorbach was born in Imst (in the Cairo, New York, U.S.) and died in Atlantic Ocean, South of Ireland.",conjuction,False,False
"Utuado, Puerto Rico, in the County of Tyrol, was the birthplace of Alfons Gorbach, who died in Atlantic Ocean, South of Ireland.",conjuction,False,False
"Imst, in the County of Tyrol, was the birthplace of Alfons Gorbach, who died in Rehoboth Beach, Delaware.",conjuction,False,True
"Alfons Gorbach was born in Richmond, Texas, U.S., County of Tyrol and died in Atlantic Ocean, South of Ireland.",conjuction,False,False
"Alfons Gorbach was born in Richmond, Texas, U.S. in the state of Tyrol and he passed away in Atlantic Ocean, South of Ireland.",conjuction,False,False
"Alvah Sabin, who was born on 23rd October 1793, in Székesfehérvár, Hungary, worked as the secretary of the State of Vermont.",conjuction,False,False
"Alvah Sabin was born on 23 October 1793 in Long Beach, New York, United States and later worked as the Secretary of State of Vermont.",conjuction,False,False
"Alvah Sabin, secretary of the State of Vermont, was born on October 23, 1793 in Ramsbottom.",conjuction,False,False
The manager of A.F.C. Blackpool is Stuart Parker who is with Drogheda United F.C and plays for Strykers FC.,conjuction,False,False
The manager of FC Karlivka is Stuart Parker who is with Drogheda United F.C and plays for Botswana Defence Force XI FC.,conjuction,False,False
"Footballer Stuart Parker, the manager of AFC Blackpool, was at Drogheda United FC and plays for Botswana Defence Force XI FC.",conjuction,False,False
"Stuart Parker is a footballer with the Grand Rapids Hornets, also plays for Botswana Defence Force XI FC and has managed AFC Blackpool.",conjuction,False,False
"Stuart Parker is a footballer with the Hong Kong Sapling, also plays for Runcorn F.C. Halton and has managed AFC Blackpool.",conjuction,False,False
The manager of 1979 Baltimore Orioles season is Stuart Parker who was at Drogheda United FC and once played for Stockport County FC.,conjuction,False,False
AFC Blackpool have had Stuart Parker as their manager. He plays for Grand Rapids Hornets and Botswana Defence Force XI FC,conjuction,False,False
Stuart Parker (football player of Grand Rapids Hornets) managed AFC Blackpool. He was a member of Botswana Defence Force XI FC,conjuction,False,False
Stuart Parker (football player of Usina São João) managed AFC Blackpool. He was a member of Stockport County F.C.,conjuction,False,False
Stuart Parker is a member of the Irlam Town F.C. as well as the manager of A.F.C. Blackpool and has also represented the Ollerton Colliery F.C. club.,conjuction,False,False
Stuart Parker is a member of the Botswana Defence Force XI FC as well as the manager of A.F.C. Blackpool and has also represented the Jong FC Twente club.,conjuction,False,False
AFC Blackpool have had Stuart Parker as their manager. He has represented the club Biellese and is a member of the Irlam Town F.C.,conjuction,False,False
AFC Blackpool have had Stuart Parker as their manager. He is attached to Irlam Town Football Club and is part of the Gukje Cyber University club.,conjuction,False,False
Mateus do Couto wrote A Wizard of Mars which was published in hardback and has the OCLC number 318875313.,conjuction,False,False
"A Wizard of Mars, written by Thomas F. Meehan, has an OCLC number of 318875313 and is published in hardcover.",conjuction,False,False
Étienne Balibar wrote A Wizard of Mars which is published in hardcover and has the ISBN number 978-0-15-204770-2.,conjuction,False,False
A Wizard of Mars by Diane Duane is published in Anthology ISBN 978-0-15-204770-2.,conjuction,False,True
A Wizard of Mars by Chris Reccardi is published in Anthology ISBN 978-0-15-204770-2.,conjuction,False,False
"José Eduardo dos Santos was married to Lady Anne Monson, a botanist, who died on February 18, 1776.",conjuction,False,False
"Lady Anne Monson, a professional botanist who was married to Edith M. Lawson, died on February 18th, 1776.",conjuction,False,False
"The College of William and Mary, located in Williamsburg Virginia is the location of the French court located inside Alan B Miller Hall.",conjuction,False,False
"The Brzeg City Council, inside Alan B Miller Hall, is in Williamsburg, Virginia at the College of William and Mary.",conjuction,False,False
"The Dorsett Shepherd's Bush, London, inside Alan B Miller Hall, is in Kamra at the College of William and Mary.",conjuction,False,False
"The Treasury Casino are the current tenants of Alan B Miller Hall, located in Williamsburg, Virginia and owned by The College of William and Mary.",conjuction,False,False
"The Dorsett Shepherd's Bush, London are the current tenants of Alan B Miller Hall, located in Kamra and owned by The College of William and Mary.",conjuction,False,False
"The 11th Mississippi Infantry Monument was established in Shangla District, the United States in 2000.",conjuction,False,False
The 11th Mississippi Infantry Monument was established in 2000 in the location of Infantry Monument is Electoral district of Hastings which is located in the United States.,conjuction,False,False
"The 11th Mississippi Infantry Monument, in Stafford, Connecticut, USA, was established in the year 2000.",conjuction,False,False
The Federal Bureau of Investigation is located in Alan B. Miller Hall on the College of William and Mary's campus in Virginia.,conjuction,False,False
"The Dorsett Shepherd's Bush, London is located in Alan B. Miller Hall on the College of William and Mary's campus in Saint Ouen, Jersey.",conjuction,False,False
"The Dorsett Shepherd's Bush, London are the current tenants of Alan B Miller Hall, located in Saint Ouen, Jersey and owned by the College of William and Mary.",conjuction,False,False
"The Mason Schools of Business are the current tenants of,Alan B Miller Hall (address: 101, Ukrop way) is situated in Llantilio Crossenny.",conjuction,False,False
"The Dorsett Shepherd's Bush, London are the current tenants of Alan B Miller Hall, located at 101 Ukrop Way in Kamra.",conjuction,False,False
"The Georgia Tech Research Institute are the current tenants of Alan B Miller Hall, located at 101 Ukrop Way in Virginia.",conjuction,False,False
"Alan B. Miller Hall is on 101 Ukrop way (In Kamra) and its current tenants are The Dorsett Shepherd's Bush, London.",conjuction,False,True
Alan B. Miller Hall is on 101 Ukrop way (In Virginia) and its current tenants are The Museo Nazionale del Cinema.,conjuction,False,True
The pop rock song Mermaid by the band Train was released under Aereostella.,conjuction,False,False
The song Mermaid by Train was released on the Devil in the Woods records label.,conjuction,False,False
"The song Mermaid, by Train is on Lofton Creek Records.",conjuction,False,False
"Lady Anne Monson was born in Bad Homburg vor der Höhe, Germany on January 1, 1726, and died on February 18, 1776.",conjuction,False,False
"Born in Rollot on January 1, 1726, Lady Anne Monson died on February 18th, 1776.",conjuction,False,False
"Lady Anne Monson was born in Bromberg, Prussia on the 1st of January, 1726 and died on the 18th of February, 1776.",conjuction,False,False
"The Dorsett Shepherd's Bush, London currently occupies Alan B. Miller Hall located in Kamra, the building was designed by Robert A.M. Stern.",conjuction,False,False
"In Virginia, one can find the European Court of Human Rights located in Alan B Miller Hall that was designed by Robert A M Stern.",conjuction,False,False
"The Dorsett Shepherd's Bush, London are the current tenants of Alan B Miller Hall, located in Kamra and constructed by Robert A.M. Stern.",conjuction,False,False
"The 11th Mississippi Infantry Monument in Khandapada, Bhapur was established in 2000.",conjuction,False,False
"Established in 2000, 11th Mississippi Infantry Monument's location is Boyle, County Roscommon.",conjuction,False,False
"Owned by The College of William and Mary, Alan B. Miller Hall was completed on June 1st, 2009 and hosts tenants including the University of Houston.",conjuction,False,False
"The President of Nepal is in the Alan B. Miller Hall, which was completed on June 1, 2009 and is owned by The College of William and Mary.",conjuction,False,False
"Born in Blanco, Texas on January 1st, 1726, Lady Anne Monson lived in the Kingdom of England holding British nationality.",conjuction,False,False
"Born in Cairo, New York, U.S. on January 1st, 1726, Lady Anne Monson lived in the Colombian holding British nationality.",conjuction,False,False
"Lady Anne Monson was born in Oberntief, in the Kingdom of England on 1/1/1726.",conjuction,False,False
"Lady Anne Monson was born in Cairo, New York, U.S., in the Colombian on 1/1/1726.",conjuction,False,False
"Lady Anne Monson (born in Pflugerville, Texas) on January 1, 1726 is English.",conjuction,False,False
"Lady Anne Monson, an Englishwoman residing in Great Falls, Montana, is married to George Monson.",conjuction,False,False
"Lady Anne Monson, an Englishwoman residing in Scott County, Virginia, is married to Nathan Andersen.",conjuction,False,False
"Lady Anne Monson, spouse of George Monson, lived in the Colombian at one point and held British nationality, despite residing in Scott County, Virginia most of her life.",conjuction,False,False
"Lady Anne Monson, spouse of George Monson, lived in the Australiann at one point and held British nationality, despite residing in India most of her life.",conjuction,False,True
"Ken Okumoto and Master P were members of Train, the band that sang Mermaid.",conjuction,False,False
"Annie Herring & Charlie Colin are former band members of Train, the band which sings the song Mermaid.",conjuction,False,False
"Dorothy Moskowitz and Master P are the former member and former band mate of the band Train, which wrote the song Mermaid, respectively.",conjuction,False,False
"Julieta Venegas and Charlie Colin are the former member and former band mate of the band Train, which wrote the song Mermaid, respectively.",conjuction,False,False
"Lady Anne Monson whose nationality was with the Colombian, had a residence in Scott County, Virginia and died on February 18, 1776.",conjuction,False,False
"Lady Anne Monson whose nationality was with the Naturalized US, had a residence in India and died on February 18, 1776.",conjuction,False,False
"Lady Anne Monson is an English woman who resided in Malpeque Bay, Prince Edward Island; she passed away 1776-02-18.",conjuction,False,False
Alan B. Miller Hall was architected by Robert A.M. Stern and is owned by The College of William Mary and home to The University of Notre Dame Australia.,conjuction,False,False
"Alan B. Miller Hall owned by The College of William and Mary is built by Robert A M Stern, FakhroElectronics.asp is the current tenant.",conjuction,False,False
"Before her death on February 18, 1776, Lady Anne Monson was a resident of , California, married to George Monson.",conjuction,False,False
"Before her death on February 18, 1776, Lady Anne Monson was a resident of Scott County, Virginia married to Nathan Andersen.",conjuction,False,False
"Lady Anne Monson (died on February 18th, 1776) was the spouse of George Monson and resided in Ashland, Ashland County for most of her life.",conjuction,False,False
"Lady Anne Monson (died on February 18th, 1776) was the spouse of Nathan Andersen and resided in Scott County, Virginia for most of her life.",conjuction,False,False
"Lady Anne Monson resided in USC President's House, Horseshoe with her husband George before her death on February 2, 1776.",conjuction,False,True
"Lady Anne Monson was born on January 1, 1726 in Cairo, New York, U.S., the Turang.",conjuction,False,False
"Lady Anne Monson was born in Olivenza, Spain, Kingdom of England, on January 1st, 1726.",conjuction,False,False
"Lady Anne Monson was born in Cairo, New York, U.S., Turang, on January 1st, 1726.",conjuction,False,False
"Lady Anne Monson was born on January 1st, 1726 in Llanwngar in Pembrokeshire, England.",conjuction,False,False
"Train followed Mermaid with Imagine, a song by John Lennon was produced by the production team Espionage and written by Matthew Tang.",conjuction,False,False
"The Train song Mermaid, written by DJ Hurricane and produced by the Espionage production team, is followed by the John Lennon song Imagine.",conjuction,False,False
The song Mermaid by Train (written by Ross Copperman and produced by Espionage) was followed by the release of Imagine by John Lennon performed by Train.,conjuction,False,False
"The College of William and Mary is the owner of the Alan B. Miller Hall, located at 101 Ukrop Way in Kfarsghab, Lebanon.",conjuction,False,False
"Alan B. Miller Hall is on 101 Ukrop way (in Coimbra, Portugal) and owned by the College of William and Mary.",conjuction,False,False
"Alan B. Miller Hall, which is located at 101 Ukrop Way, Ermelunden, Denmark, is owned by the College of William and Mary.",conjuction,False,False
The three minute sixteen seconds Mermaid song written by the band Train is on Zum (record label).,conjuction,False,False
The song Mermaid by the musical group Train is 3 minutes and 16 seconds long and was released on the Desert Mine Music record label.,conjuction,False,False
"The Train song Mermaid was released under the record label Little Big Apple, by the musical band Train which lasts 3.16 minutes.",conjuction,False,False
"The 11th Mississippi Infantry Monument was established in 2000 in the municipality of Gettysburg, Washington's 17th legislative district.",conjuction,False,False
"The California Automobile Museum are the current tenants of Alan B Miller Hall, which was completed on June 1st, 2009 in Virginia.",conjuction,False,False
"The Dorsett Shepherd's Bush, London are the current tenants of Alan B Miller Hall, which was completed on June 1st, 2009 in Kamra.",conjuction,False,False
The 11th Mississippi Infantry Monument was established in the year 2000 in Grande Prairie in Adams County.,conjuction,False,False
The Stargate produced Train song Mermaid of the reggae genre was written by Bela Negi.,conjuction,False,False
"Alan B. Miller Hall, located in Virginia, was completed on June 1,2009 and is home to the Dept. of Astronomy.",conjuction,False,False
"Alan B. Miller Hall, located in Kamra, was completed on June 1,2009 and is home to the Dorsett Shepherd's Bush, London.",conjuction,False,False
The Mermaid song by Train has a runtime of three minutes and sixteen seconds which is on both Zeno Records and the Canyon Records record label.,conjuction,False,True
"The Train song Mermaid, which lasts 3.16 minutes, was released under the record label Nitrus Records and put out by the Sony Music Entertainment record label.",conjuction,False,True
"In 2000, The 11th Mississippi Infantry Monument was erected in Adams County, the municipality of Nușfalău.",conjuction,False,False
"The Alan B Miller Hall, located in Virginia, was completed on June 1, 2009 and currently houses the Quanta Services.",conjuction,False,False
"The Alan B Miller Hall, located in Kamra, was completed on June 1, 2009 and currently houses the Dorsett Shepherd's Bush, London.",conjuction,False,False
"Espen Lind of the production team Stargate was one of the writers for the song by Train titled Mermaid, which was released on the Tortuga Recordings label.",conjuction,False,False
"The song, Mermaid, by the band Train was written by Ako Castuera and the production team Stargate and released by Columbia records.",conjuction,False,False
"Mermaid, a song written by Joe D'Amato, was released by the group Train on December 27, 2012, following its recording of the song This’ll Be My Year.",conjuction,False,False
"The Mermaid song by Train was written by Espen Lind and released on 12/27/2012, which was preceded by the song Sunny Tales.",conjuction,False,False
"The Mermaid song by Train was written by Brown, Byrd, Lloyd Stallworth and released on 12/27/2012, which was preceded by the song Everlasting Love.",conjuction,False,False
"The Dorsett Shepherd's Bush, London is currently located in the Alan B Miller Hall which is located at 101 Ukrop Way, and is owned by the College of William and Mary.",conjuction,False,False
"Train released the 3 minute and 16 second song, Mermaid, under the Plain Jane and Sony Music Entertainment record labels.",conjuction,False,True
"Train released the 3 minute and 16 second song, Mermaid, under the Zeno Records and Canyon Records record labels.",conjuction,False,True
"The Mason School of Business are the current tenants of Alan B Miller Hall, located at ""200 S 5th St"" and owned by the College of William and Mary.",conjuction,False,False
"The song Mermaid, which was written by Espen Lind and produced by Stargate, is performed by the band Train on Zeno Records.",conjuction,False,False
"Agra Airport is in North Cowichan, Awadh and is 586.4352 metres above sea level.",conjuction,False,False
"Agra Airport is in Uttar Pradesh, Éséka, and is located at 167.94 metres above sea level.",conjuction,False,False
"Agra Airport located in North Cowichan, Awadh has an elevation of 586.4352 meters!",conjuction,False,False
"Agra Airport, located in North Cowichan, Awadh, has an elevation of 167.94 elevation of 167.94.",conjuction,False,False
Agra Airport with an elevation of 586.4352 meters above sea level is in North Cowichan which is part of Bundelkhand.,conjuction,False,False
Agra Airport with an elevation of 167.94 meters above sea level is in Uttar Pradesh which is part of Khachmaz District.,conjuction,False,False
"With an elevation of 167.94 metres above sea level, Agra Airport is located in North Cowichan which is part of Bundelkhand.",conjuction,False,False
"With an elevation of 586.4352 metres above sea level, Agra Airport is located in North Cowichan which is part of Bundelkhand.",conjuction,False,False
Uttar Pradesh is part of Mokokchung and is the location of Agra airport at 167.94 metres above sea level.,conjuction,False,False
"Ujjain Airstrip serves Fallujah which is in Iraq, where they speak Arabic.",conjuction,False,False
"Cushing Municipal Airport serves the city of Fallujah in English, Hindi, French speaking Iraq.",conjuction,False,False
"Al-Taqaddum Air Base serves the city of Fallujah, in the country of Wyoming where the Kurdish language is spoken.",conjuction,False,False
"The Al Taqaddum Air Base serves the city of Graz in Iraq, a country where the Cantonese are spoken.",conjuction,False,False
"Charlie Hammonds Seaplane Base is located in Fallujah, a city in Fuad Masum led Western Province, Sri Lanka.",conjuction,False,False
The British politician Khalid Mahmood led Iraq where Al Taqaddum air base served the city of Fallujah.,conjuction,False,False
Noël Landry is the leader of Paraguay which was the birth place of Agustin Barboza in Prittitz.,conjuction,False,False
"Agustin Barboza was born in Humacao, Puerto Rico and died in Paraguay, where the leader is Juan Afara.",conjuction,False,False
"Agustin Barboza was from Bubikon and died in Asuncion, Miskolc.",conjuction,False,False
Lizzie Halliday was born in Paraguay and died in Asuncion (part of Newcastle upon Tyne).,conjuction,False,False
Agustin Barboza was born in Rudry and died in Asuncion (part of Gmina Zawadzkie).,conjuction,False,True
"Agustin Barboza, born in St. Johns, Arizona, died in Asunción, which is part of Gmina Sadowne.",conjuction,False,False
"Agustin Barboza was born in Floodwood, Minnesota, whose leader is Juan Afara, and he died in Borgo Val di Taro, Parma, Italy.",conjuction,False,True
"Agustin Barboza was born in, Juan Afara led, Floodwood, Minnesota and died in Borgo Val di Taro, Parma, Italy.",conjuction,False,False
"Agustin Barboza was born in, Juan Afara led, Floodwood, Minnesota and died in Asuncion.",conjuction,False,True
"Juan Afara is the leader of Floodwood, Minnesota, the birth place of Agustin Barboza, who died in Borgo Val di Taro, Parma, Italy.",conjuction,False,False
"Juan Afara is the leader of Paraguay, the birth place of Agustin Barboza, who died in Valdese, North Carolina.",conjuction,False,False
"Agustin Barboza died in Salinas, California, United States, in Slavonski Brod which is led by Juan Afara.",conjuction,False,False
"Agustin Barboza died in Pljevlja, Montenegro, Yugoslavia, in Paraguay which is led by Michael Naggar.",conjuction,False,False
"Agustín Barboza died in DeLand or Orange City, Florida, which is part of the country of Paraguay, where the leader is Juan Afara.",conjuction,False,False
"Lizzie Halliday was born in Asunción, part of Gran Asunción, and died in Paraguay.",conjuction,False,False
"Paraguay born Lizzie Halliday died in Asunción, which is part of Gran Asunción.",conjuction,False,True
"Paraguay born Lizzie Halliday died in Asunción, which is part of Newcastle upon Tyne.",conjuction,False,False
Lizzie Halliday was Paraguay and died in Asuncion which is part of Gran Asunción.,conjuction,False,False
"Born in Montevideo, Alfredo Zitarrosa, died in Slavonski Brod, the leader of which, is Raúl Fernando Sendic Rodríguez.",conjuction,False,False
"Ludwigsthal, Silesia is the birth place of Alfredo Zitarrosa who died in Slavonski Brod whose leader is Raúl Fernando Sendic Rodríguez.",conjuction,False,False
Montevideo is the birth place of Alfredo Zitarrosa who died in Slavonski Brod whose leader is Raúl Fernando Sendic Rodríguez.,conjuction,False,False
"Alfredo Zitarrosa was born in, Foo Kee Heng led, Uruguay and died in Montevideo.",conjuction,False,True
"Alfredo Zitarrosa was born in, Raúl Fernando Sendic Rodríguez led, Floodwood, Minnesota and died in Borgo Val di Taro, Parma, Italy.",conjuction,False,False
"Alfredo Zitarrosa passed away in Brake, Lower Saxony, Uruguay where Liaquat Chattha is the leader.",conjuction,False,False
"Michel Sima died in Montevideo, Uruguay (which has M. Saud Anwar , Mayor as leader).",conjuction,False,True
"He died in Montevideo, Uruguay. The leader of Uruguay is Mark Nair.",conjuction,False,False
"Alfredo Zitarrosa was born in Stepanakert, Uruguay where Baba Bet Parhad is the leader.",conjuction,False,False
"Kostiantyn Kasianchuk was born in Montevideo, Uruguay where Filippo Turati is the leader.",conjuction,False,False
"Alfredo Zitarrosa was born in Stepanakert, in the country of Uruguay, the leader of which, is Raul Fernando Sendic Rodriguez.",conjuction,False,False
"Alfredo Zitarrosa waas born in Ludwigsthal, Silesia and died in Tabaré Vázquez led Slavonski Brod.",conjuction,False,False
Alfredo Zitarrosa waas born in Montevideo and died in Tabaré Vázquez led Slavonski Brod.,conjuction,False,False
"Alfredo Zitarrosa was born in Uruguay whose leader is Tabare Vazquez and he died in Russian SFSR, Soviet Union.",conjuction,False,False
"Tabare Vazquez is the leader of Floodwood, Minnesota, the country where Alfredo Zitarrosa was born and died, in Montevideo.",conjuction,False,False
"Cristóbal Urrutia Cruz is the leader of Uruguay, where Alfredo Zitarrosa was born (he died in Sandringham, Norfolk).",conjuction,False,False
Uruguay's leader is now Samantha Skey because Minnie Nast died in Montevideo which is in Uruguay.,conjuction,False,False
"Alfredo Zitarrosa died in Brake, Lower Saxony, Uruguay, the leader of which, is Tabare Vazquez.",conjuction,False,False
"Alfredo Zitarrosa death place was in Montevideo, Uruguay, where the leader is Nairobi County.",conjuction,False,False
"The birth place of Alfredo Zitarrosa is Montevideo, in Uruguay, the leader of which, is Bob Rush.",conjuction,False,False
"The birth place of Alfredo Zitarrosa is Stepanakert, in Uruguay, the leader of which, is Tabaré Vázquez.",conjuction,False,False
"Represented by Chris Patten, East Germany is known as the birth place of William Anders, who retired on September 1st, 1969.",conjuction,False,False
"William Anders, who retired on the 1st of September 1969, was born in East Germany where Chris Patten served as a representative.",conjuction,False,False
"Pierre J. Thuot received an MS from his alma Mater, AFIT, in 1962 and served as a crew member of Apollo 8 along with Frank Borman.",conjuction,False,False
"Pierre J. Thuot, who graduated from AFIT in 1962 with an M.S., was a crew member of Apollo 8 along with Frank Borman.",conjuction,False,False
"Pierre J. Thuot, who graduated with an M.S., from AFIT in 1962, served as a crew member on Apollo 8 alongside Frank Borman.",conjuction,False,False
"John Madin was born in Floodwood, Minnesota (with Andrew Mitchell as a key leader) and became an architect, designing Folksamhuset.",conjuction,False,False
"Andrew Mitchell is a leader in Floodwood, Minnesota where the architect John Madin who designed Folksamhuset was born.",conjuction,False,False
"John Clancy is a labor politican who leads Floodwood, Minnesota, where architect John Madin, who designed 103 Colmore Row, was born.",conjuction,False,False
"John Clancy is the leader of Floodwood, Minnesota where John Madin, the designer of Folksamhuset, was born.",conjuction,False,False
"Khalid Mahmood is one of the leaders of Floodwood, Minnesota which was the birthplace of architect, John Madin, who designed Folksamhuset.",conjuction,False,False
"Khalid Mahmood is one of the leaders of Birmingham which was the birthplace of architect, John Madin, who designed Valley Grove (Nerstrand, Minnesota).",conjuction,False,False
"The architect John Madin was born in Floodwood, Minnesota (now led by the Labour Party) and designed 103 Colmore Row.",conjuction,False,False
The architect John Madin was born in Birmingham (now led by the Labour Party) and designed Virgin Hotels Chicago.,conjuction,False,True
"Stepanakert, led by the Labour Party, was the birthplace of John Madin who was the architect that designed Folksamhuset.",conjuction,False,False
"103 Colmore Row was designed by the architect, John Madin who was born in Floodwood, Minnesota which is led by The Labour Party.",conjuction,False,False
"Cedar Hill (Barstow, Maryland) was designed by the architect, John Madin who was born in Birmingham which is led by The Labour Party.",conjuction,False,False
"Geneva, New York, which is led by the Labour politician John Clancy, is the home town of the architect John Madin who designed Folksamhuset.",conjuction,False,False
"103 Colmore Row was designed by the architect John Madin, born in Lakewood, Washington whose leader is Labour politician John Clancy.",conjuction,False,False
"Labour politician, John Clancy is the leader of Lakewood, Washington, this city is the hometown of Joh Madin, who was the architect of 103 Colmore Row.",conjuction,False,False
"Pelham Institute was designed by the architect John Madin whose home town is Birmingham, a town where Khalid Mahmood (British politician) is one of the leaders.",conjuction,False,False
"103 Colmore Row was designed by the architect John Madin whose home town is Lakewood, Washington, a town where Khalid Mahmood (British politician) is one of the leaders.",conjuction,False,False
Khalid Mahmood is a British politician and one of the leaders of Birmingham which is the home town of the architect John Madin who designed Saint Louis Cemetery.,conjuction,False,False
"Located in the United States, The Ontario Court of Justice are the current tenants of Alan B Miller Hall, the address of which is 101 Ukrop Way.",conjuction,False,False
"Located in the United States, The Ontario Court of Justice are the current tenants of Alan B Miller Hall, the address of which is 6401 Allen Road.",conjuction,False,False
The Mason School of Business is located in the Tajik cuisine and are the current tenants of Alan B Miller Hall at 101 Ukrop Way.,conjuction,False,False
"Alan B Miller Hall, tenant of The Ontario Court of Justice, is located at 101 Ukrop Way in the United States.",conjuction,False,False
"Alan B Miller Hall, tenant of The Mason School of Business, is located at 101 Ukrop Way in the National Transitional Council.",conjuction,False,False
"The architect of Alan B Miller Hall is Robert A M Stern. The current tenants are the Mason School of Business located in the India, Asia.",conjuction,False,False
The architect of Alan B Miller Hall is Robert A M Stern. The current tenants are the Ontario Court of Justice located in the United States.,conjuction,False,False
Alan B Miller Hall built in the Georgian style currently hosts the US Ontario Court of Justice.,conjuction,False,False
The Mason School of Business currently tenant Alan B Miller Hall which was completed on 1 June 2009 in the Geography of Nepal.,conjuction,False,False
"Located in the United States, the Ontario Court of Justice currently live in the Alan B. Miller Hall, a building which cost 75 million dollars.",conjuction,False,False
"The Ontario Court of Justice, located in the United States, is the current tenant of Alan B Miller Hall, which cost 75 million dollars.",conjuction,False,False
The Alan B. Miller Hall in the United States cost 75 million dollars. The current tenants are The Ontario Court of Justice.,conjuction,False,False
"Mason School of Business, located in the Johor, is a tenant of the Alan B. Miller Hall, that is situated in Virginia.",conjuction,False,False
"The Mason School of Business is located in Tirstrup, Pasto, Colombia and is a tenant of the Alan B. Miller Hall.",conjuction,False,False
"The St. Anthony's College, Kandy is located in Virginia, United States and is a tenant of the Alan B. Miller Hall.",conjuction,False,False
"Government House, Jersey, located in The Hong Kong national cricket team in Virginia, includes current tenant The Mason School of Business.",conjuction,False,False
"The Mason School of Business is a tenant of The Alan B Miller Hall, which is located in Virginia which is in the Manama.",conjuction,False,False
"The List of Presidents of Seychelles is a tenant of The Alan B Miller Hall, which is located in Eye, Cambridgeshire which is in the United States.",conjuction,False,False
"Government House, Jersey is in Virginia, U.S. and Mason School of Business are tenants there.",conjuction,False,False
"Government House, Jersey is situated in Virginia, United States, and has the Mason School of Business as a tenant.",conjuction,False,False
"Alan B. Miller Hall is situated in Virginia, Canada N2L 3G6, and has the Mason School of Business as a tenant.",conjuction,False,False
"The Mason School of Business is a tenant of the Government House, Jersey in Virginia, U.S.",conjuction,False,False
"Mason School of Business is a tenant of the Alan B. Miller Hall, which is situated in Virginia in the Federation of South Arabia.",conjuction,False,False
